house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,381012,INR,3.0,2.0,Not Negotiable,1.56,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 10,11,010",Unfurnished,3,BHK,2856.0,4442.77
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,350410,INR,3.0,2.0,Not Negotiable,1.43,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 14,10,104",Unfurnished,3,BHK,2856.0,4085.94
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 18,10,101",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 18,18,118",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,301101,INR,3.0,2.0,Not Negotiable,1.28,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 18,18,118",Unfurnished,3,BHK,2741.0,3510.97
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,504105,INR,3.0,4.0,Not Negotiable,2.06,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 15,49,194",Unfurnished,3,BHK,2856.0,5878.09
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,308212,INR,3.0,2.0,Not Negotiable,1.31,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 10,54,225",Unfurnished,3,BHK,2741.0,3593.89
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,310182,INR,4.0,2.0,Not Negotiable,0.61,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south maharani bagh it is the super location road bank ATM school college all r on walking distance," 18,11,818",Unfurnished,4,BHK,5896.0,3616.86
Apartment ,Ghitorni,Delhi,28.49571991,77.13581085,784485,INR,4.0,2.0,Not Negotiable,1.64,Posted a year ago,"A spacious 4 bhk penthouse is available for rental in Ghitorni, Delhi. It has a built-up area of 5569 sqft and is available for rent at Rs. 7.84 lac per month . The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. "," 20,20,202",Unfurnished,4,BHK,5569.0,9147.45
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,546195,INR,4.0,2.0,Not Negotiable,1.02,Posted a year ago,"It has an area of 6251 sqft with a carpet area of 4141 sqft . The property is available at a monthly rental of Rs. 5.46 lac . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. "," 15,49,195",Unfurnished,5,BHK,6251.0,6368.88
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,401105,INR,5.0,2.0,Not Negotiable,0.75,Posted a year ago,This spacious 5 bhk independent house is available for rental and is located in the heart of Ghitorni. It has a built-up area of 6251 sqft and is available for rent at Rs. 4.01 lac per month . The house is unfurnished. It is east facing property. The property has 5 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ," 15,41,885",Unfurnished,5,BHK,6251.0,4677.06
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,301200,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,Well designed 4 bhk independent house is available at a prime location in Ghitorni. It has a built-up area of 5896 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. Please contact for more details. ," 10,10,200",Unfurnished,4,BHK,5896.0,3512.13
Villa ,Chattarpur,Delhi,28.49946976,77.19647217,429419,INR,4.0,2.0,Not Negotiable,0.77,Posted a year ago,"A 5 bhk property is available for rent in Chattarpur, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 4.29 lac per month . It is an unfurnished property. It is northeast facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. "," 15,48,184",Unfurnished,5,BHK,6521.0,5007.22
Independent House ,Chattarpur,Delhi,28.49946976,77.19647217,301022,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,"A spacious 5 bhk independent house is available for rental in Chattarpur, Delhi. The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. "," 10,22,002",Unfurnished,5,BHK,6521.0,3510.05
Independent House ,Chattarpur,Delhi,28.49946976,77.19647217,401010,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,Itâs a 5 bhk independent house situated in Chattarpur. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is an unfurnished property. It is made in way to provide a comfortable living for the residents. Please contact for more details. ," 10,20,202",Unfurnished,5,BHK,6521.0,4675.96
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,404012,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"Itâs a 4 bhk independent house situated in Vasant Kunj, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.04 lac . The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. "," 10,22,000",Unfurnished,4,BHK,6521.0,4710.96
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,401012,INR,5.0,2.0,Not Negotiable,0.75,Posted a year ago,Well designed 5 bhk villa is available at a prime location in Vasant Kunj. The house is unfurnished. The property has 5 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ," 10,20,200",Unfurnished,5,BHK,6251.0,4675.98
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,362612,INR,4.0,4.0,Not Negotiable,0.68,Posted a year ago,It has a built-up area of 6251 sqft and is available for rent at Rs. 3.63 lac per month . It is an unfurnished property. It is east facing property. The property has 4 bathrooms and 4 balconies. It is made in way to provide a comfortable living. Contact us for more details. ," 11,02,002",Unfurnished,5,BHK,6251.0,4228.22
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,564195,INR,4.0,2.0,Not Negotiable,1.05,Posted a year ago,Well designed 5 bhk independent house is available at a prime location in Vasant Kunj. It has area of 6251 sqft and is available at a rent of Rs. 5.64 lac. It is northeast facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact for more details. ," 15,46,191",Unfurnished,5,BHK,6251.0,6578.77
Apartment ,Vasant Kunj,Delhi,28.52631378,77.14366913,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,It is facing northeast direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ," 10,22,002",Unfurnished,5,BHK,6521.0,4675.98
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,301102,INR,4.0,4.0,Not Negotiable,0.54,Posted a year ago,Itâs a 4 bhk villa situated in Vasant Kunj. The house is unfurnished. It is northeast facing property. It has 4 bathrooms and 4 balconies. The site is in close proximity to various civic utilities. Please contact us for more details. ," 18,12,002",Unfurnished,4,BHK,6521.0,3510.98
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,310100,INR,4.0,2.0,Not Negotiable,0.55,Posted a year ago,"A 5 bhk property is available for rent in Sainik Farm, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.10 lac . It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 10,10,101",Unfurnished,5,BHK,6521.0,3615.9
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,301012,INR,4.0,4.0,Not Negotiable,0.54,Posted a year ago,Well designed 5 bhk independent house is available at a prime location in Sainik Farm. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is east facing property. The property has 4 bathrooms and 4 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ," 10,12,001",Unfurnished,5,BHK,6521.0,3509.93
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,549185,INR,4.0,2.0,Not Negotiable,0.98,Posted a year ago,"A 5 bhk property is available for rent in Sainik Farm, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 5.49 lac per month . It is an unfurnished property. It is northeast facing property. It is well connected to the city areas. "," 15,48,184",Unfurnished,5,BHK,6521.0,6403.74
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,401015,INR,4.0,2.0,Not Negotiable,0.75,Posted a year ago,"A spacious 5 bhk independent house is available for rental in Sainik Farm, Delhi. It has an area of 6251 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. "," 10,10,102",Unfurnished,5,BHK,6251.0,4676.01
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,549419,INR,4.0,2.0,Not Negotiable,0.98,Posted a year ago,"It has area of 6521 sqft and is available at a rent of Rs. 5.49 lac. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. "," 15,49,191",Unfurnished,5,BHK,6521.0,6406.47
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,"Well designed 4 bhk villa is available at a prime location in Sainik Farm. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . The house is unfurnished. It is facing east direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. "," 10,10,022",Unfurnished,4,BHK,5896.0,4676.01
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,401015,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"Itâs a 5 bhk independent house situated in Sainik Farm, Delhi. It is an unfurnished property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 10,12,002",Unfurnished,5,BHK,6521.0,4676.01
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401102,INR,4.0,2.0,Not Negotiable,0.75,Posted a year ago,"Itâs a 5 bhk villa situated in Sainik Farm. It has an area of 6251 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,5,BHK,6251.0,4677.03
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,301022,INR,4.0,4.0,Not Negotiable,0.6,Posted a year ago,The house is unfurnished. It is facing northeast direction. The property has 4 bathrooms and 4 balconies. It is situated in the proximity of all the important facilities. Please contact for more details. ," 10,10,202",Unfurnished,4,BHK,5896.0,3510.05
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,301015,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,"It is an unfurnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. "," 10,11,001",Unfurnished,5,BHK,6521.0,3509.97
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,404015,INR,4.0,4.0,Not Negotiable,0.75,Posted a year ago,"This spacious 5 bhk villa is available for rental and is located in the heart of Ghitorni. It is an unfurnished property. The property has 4 bathrooms and 4 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. "," 10,20,202",Unfurnished,5,BHK,6251.0,4711.0
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,404015,INR,4.0,4.0,Not Negotiable,0.75,Posted a year ago,"It has area of 6251 sqft and is available at a rent of Rs. 4.04 lac. The house is unfurnished. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,20,202",Unfurnished,5,BHK,6251.0,4711.0
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,301011,INR,4.0,2.0,Not Negotiable,0.56,Posted a year ago,"Itâs a 5 bhk villa situated in Ghitorni, Delhi. It has a built-up area of 6251 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. "," 10,10,201",Unfurnished,5,BHK,6251.0,3509.92
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,549195,INR,4.0,2.0,Not Negotiable,1.09,Posted a year ago,"This spacious 4 bhk villa is available for rental and is located in the heart of Ghitorni. It has area of 5896 sqft and is available at a rent of Rs. 5.49 lac. The house is unfurnished. Its main door is facing northeast direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 15,49,195",Unfurnished,4,BHK,5896.0,6403.86
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,301010,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ," 10,10,202",Unfurnished,5,BHK,6521.0,3509.91
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,401011,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"Itâs a 4 bhk independent house situated in Ghitorni, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 4.01 lac. It is an unfurnished property. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. "," 10,10,202",Unfurnished,4,BHK,6521.0,4675.97
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,"It is an unfurnished property. It is northeast facing property. The property has 4 bathrooms and 2 balconies. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 11,00,202",Unfurnished,4,BHK,5896.0,4676.01
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,549191,INR,4.0,2.0,Not Negotiable,1.09,Posted a year ago,Itâs a 4 bhk villa situated in Ghitorni. It has a built-up area of 5896 sqft and is available for rent at Rs. 5.49 lac per month . The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ," 15,49,195",Unfurnished,4,BHK,5896.0,6403.81
Villa ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,301012,INR,4.0,2.0,Not Negotiable,0.63,Posted a year ago,Its four bhk villa in the super location of delhi south panchsheel enclave ot is the super location road bank atm school college all r on walking destance," 10,10,022",Unfurnished,4,BHK,5562.0,3509.93
Villa ,Panchsheel Enclave,Delhi,28.54351997,77.22973633,401012,INR,4.0,2.0,Not Negotiable,0.75,Posted a year ago,Its four bhk villa in the amazing location of delhi south panchsheel enclave it is the super location road bank atm school college all r on walksing estance," 10,12,002",Unfurnished,4,BHK,6251.0,4675.98
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,235562,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,Its three bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank tm school college all r on walking destancs," 7,54,122",Unfurnished,3,BHK,2856.0,2746.76
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,235562,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,Its three bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank atm school college all r on walking destance," 7,54,125",Unfurnished,3,BHK,2856.0,2746.76
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank atm school college all r on walking destance," 10,10,102",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,235592,INR,4.0,2.0,Not Negotiable,0.49,Posted a year ago,Its four bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank atm school college all r on wwlking destance," 7,54,195",Unfurnished,4,BHK,5621.0,2747.11
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,235562,INR,4.0,2.0,Not Negotiable,0.42,Posted a year ago,Its four bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank atm school college all r on walking destancs," 7,54,225",Unfurnished,4,BHK,6521.0,2746.76
Independent Floor ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,"A 3 bhk property is available for rent in Sarvodaya Enclave, Delhi. It has area of 2856 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). It is east facing property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. "," 10,20,202",Unfurnished,3,BHK,2856.0,3510.05
Independent House ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,Itâs a 4 bhk independent house situated in Geetanjali Enclave. It has area of 5896 sqft and is available at a rent of Rs. 4.01 lac. It is an unfurnished property. It is facing northeast direction. The site is in close proximity to various civic utilities. Please contact for more details. ," 10,22,020",Unfurnished,4,BHK,5896.0,4676.01
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,235562,INR,4.0,2.0,Not Negotiable,0.49,Posted a year ago,Its four bhk builder floor in the super location of delhi south geetanjli enclave it is the super location road bank atm school college all r on walking destance," 7,51,225",Unfurnished,4,BHK,5562.0,2746.76
Independent Floor ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,310202,INR,3.0,2.0,Not Negotiable,1.27,Posted a year ago,Its three bhk builder floor in the super location of delhi south sarvoday enclave it is the super location road bank atm school college all r on wwlking destancs," 10,20,202",Unfurnished,3,BHK,2856.0,3617.09
Independent Floor ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,201202,INR,3.0,2.0,Not Negotiable,0.82,Posted a year ago,Its three bhk builder floor in the super location of delhi south sarvoday enclave it is the super location road bank atm school college all r on walking destance," 6,01,022",Unfurnished,3,BHK,2856.0,2346.11
Independent Floor ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,235925,INR,4.0,3.0,Not Negotiable,0.49,Posted a year ago,Its four bhk builder floor in the super location of delhi south sarvoday enclave it is the super location road bank atm school college all r on walking destance," 7,54,125",Unfurnished,4,BHK,5586.0,2750.99
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 18,11,001",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301101,INR,4.0,2.0,Not Negotiable,0.6,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,110",Unfurnished,4,BHK,5896.0,3510.97
Independent Floor ,West End,Delhi,28.57413292,77.16131592,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted 2 months ago,"A spacious 5 bhk builder floor is available for rental in West End, Delhi. It is east facing property. The property has 4 bathrooms and 2 balconies. The society is well connected by different modes of transportation. Contact us for more details. "," 10,11,010",Unfurnished,5,BHK,6521.0,4675.98
Independent Floor ,West End,Delhi,28.57413292,77.16131592,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,11,010",Unfurnished,4,BHK,5896.0,4675.98
Villa ,West End,Delhi,28.57413292,77.16131592,401102,INR,4.0,2.0,Not Negotiable,0.79,Posted 2 months ago,Well designed 4 bhk villa is available at a prime location in West End. It has area of 5896 sqft and is available at a rent of Rs. 4.01 lac. The house is unfurnished. It is east facing property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ," 18,11,002",Unfurnished,4,BHK,5896.0,4677.03
Independent House ,West End,Delhi,28.57413292,77.16131592,504015,INR,4.0,2.0,Not Negotiable,1.0,Posted 2 months ago,Well designed 4 bhk independent house is available at a prime location in West End. It has area of 5896 sqft and is available at a rent of Rs. 5.04 lac. It is an unfurnished property. It is east facing property. It is made in way to provide a comfortable living. Please contact for more details. ," 15,40,101",Unfurnished,4,BHK,5896.0,5877.04
Apartment ,West End,Delhi,28.57413292,77.16131592,504105,INR,4.0,2.0,Not Negotiable,1.0,Posted 2 months ago,It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 5.04 lac . It is an unfurnished property. It is on the 3rd floor of the building (total number of floors are 4). It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact for more details. ," 15,04,011",Unfurnished,4,BHK,5896.0,5878.09
Independent House ,West End,Delhi,28.57413292,77.16131592,640110,INR,4.0,2.0,Not Negotiable,1.27,Posted 2 months ago,Itâs a 4 bhk independent house situated in West End. It has an area of 5896 sqft with a carpet area of 3611 sqft . The property is available at a monthly rental of Rs. 6.40 lac . Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. ," 20,10,100",Unfurnished,4,BHK,5896.0,7463.97
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 18,10,101",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,401012,INR,3.0,2.0,Not Negotiable,1.64,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2856.0,4675.98
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301102,INR,3.0,2.0,Not Negotiable,1.17,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,11,882",Unfurnished,3,BHK,3011.0,3510.98
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,308211,INR,3.0,2.0,Not Negotiable,1.26,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,51,255",Unfurnished,3,BHK,2852.0,3593.88
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301102,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,12,002",Unfurnished,3,BHK,2856.0,3510.98
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,504100,INR,3.0,2.0,Not Negotiable,2.06,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 15,48,181",Unfurnished,3,BHK,2856.0,5878.03
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 2 months ago,"It has a built-up area of 2856 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. Itâs on 3rd floor out of 4 floors building. It is east facing property. The property has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. "," 10,10,202",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301102,INR,3.0,2.0,Not Negotiable,1.28,Posted 2 months ago,Its three bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,10,282",Unfurnished,3,BHK,2741.0,3510.98
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,381012,INR,4.0,2.0,Not Negotiable,0.75,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,18,202",Unfurnished,4,BHK,5896.0,4442.77
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301101,INR,4.0,2.0,Not Negotiable,0.6,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location of area road bank ATM school college all r on walking distance," 18,10,101",Unfurnished,4,BHK,5896.0,3510.97
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,4.0,Not Negotiable,0.6,Posted 2 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 10,10,101",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 2 months ago,"Itâs a 4 bhk builder floor situated in Niti Bagh. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 10,11,002",Unfurnished,4,BHK,5896.0,3509.93
Apartment ,Sector 9 Rohini,Delhi,28.71616554,77.12406921,24000,INR,2.0,2.0,Negotiable,0.28,Posted a year ago,"It has an area of 1000 sqft with a carpet area of 900 sqft . The property is available at a monthly rental of Rs. 24,000 (negotiable ). The house is semi-furnished. It is located on the 4th floor(out of a total of 4 floor(s)). It is made in way to provide a comfortable living. Please contact us for more details. ",No Deposit,Semi-Furnished,2,BHK,1000.0,279.85
Apartment ,Sector 9 Rohini,Delhi,28.71208572,77.12065125,32000,INR,2.0,2.0,Negotiable,0.29,Posted a year ago,"It has a built-up area of 1300 sqft and is available for rent at Rs. 32,000 per month (negotiable). It is a semi-furnished property. It is on the 1st floor of the building (total number of floors are 4). It is facing east direction. It is situated in the proximity of all the important facilities. "," 64,000",Semi-Furnished,3,BHK,1300.0,373.13
Apartment ,Sector 9 Rohini,Delhi,28.71543121,77.12310791,20000,INR,2.0,2.0,Negotiable,0.26,Posted a year ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Star Apartments, one of the most prestigious projects of Sector 9 Rohini. It is a semi-furnished property. It is on 1st floor. The building has a total of 4 floor(s). It is facing east direction. It has 2 bathrooms and 2 balconies. Please contact us for more details. "," 40,000",Semi-Furnished,2,BHK,900.0,233.21
