house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Guru Angad Nagar,Delhi,28.63530922,77.22496033,13000,INR,2.0,1.0,Negotiable,0.29,Posted 4 years ago,"Itâs a 2 bhk builder floor situated in Guru Angad Nagar, Delhi. It has area of 517 sqft and is available at a rent of Rs. 13,000. It is an unfurnished property. It is on the 3rd floor of the building (total number of floors are 4). Its main door is facing northeast direction. The property has 2 bathrooms and 1 balcony. It is well connected to the city areas. Kindly call us for details. "," 13,000",Unfurnished,2,BHK,517.0,151.59
Independent House ,Tuglak Road,Delhi,28.59545326,77.21033478,2162955,INR,4.0,2.0,Not Negotiable,4.03,Posted a year ago,Well designed 5 bhk independent house is available at a prime location in Tuglak Road. It has an area of 6251 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 21.63 lac . It is east facing property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ," 65,41,919",Unfurnished,5,BHK,6251.0,25221.02
Villa ,Tuglak Road,Delhi,28.59545326,77.21033478,2010105,INR,4.0,2.0,Not Negotiable,4.21,Posted a year ago,Its four bhk villa in the super location of delhi central tuglakhh road it is thebsuper location road bank atm school college all r on wwlking destance," 60,10,155",Unfurnished,4,BHK,5562.0,23438.72
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,235562,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,"Itâs a 3 bhk builder floor situated in Saket, Delhi. It has a built-up area of 2855 sqft and is available for rent at Rs. 2.36 lac per month . It is an unfurnished property. It is located on the 3rd floor(out of a total of 4 floor(s)). Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. "," 7,51,225",Unfurnished,3,BHK,2855.0,2746.76
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,301011,INR,3.0,2.0,Not Negotiable,1.28,Posted a year ago,Well designed 3 bhk builder floor is available at a prime location in Saket. It has a built-up area of 2741 sqft and is available for rent at Rs. 3.01 lac per month . The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). Its main door is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ," 10,10,202",Unfurnished,3,BHK,2741.0,3509.92
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,235595,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,Its three bhk builder floor in the super location of delhi south saket it is the super location road bank atm school college all r on walking destance," 7,54,225",Unfurnished,3,BHK,2856.0,2747.14
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,235592,INR,3.0,2.0,Not Negotiable,1.0,Posted a year ago,Its three bhk builder floor in the super location of delhi south saket it is the super location road bank atm school college all r on walking destance," 7,51,255",Unfurnished,3,BHK,2741.0,2747.11
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Well designed 3 bhk builder floor is available at a prime location in Saket. It has a built-up area of 2856 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). It is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ," 10,11,001",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south saket it is the super location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,235592,INR,3.0,2.0,Not Negotiable,1.48,Posted a year ago,Its three bhk builder floor in the super location of delhi south saket it is the super location road bank atm school college all r on walking destance," 7,51,225",Unfurnished,3,BHK,1856.0,2747.11
Independent Floor ,Saket,Delhi,28.52354813,77.20014191,235595,INR,3.0,2.0,Not Negotiable,1.0,Posted a year ago,Its three bhk builder floor in the super location of delhi south saket it is the super location road bank atm school collegeball r on walking destance," 7,54,818",Unfurnished,3,BHK,2741.0,2747.14
Independent Floor ,Maharani Bagh,Delhi,28.57262039,77.26422119,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted a year ago,Its four bhk builder floor in the super location of delhi south maharani bagh it is the super location road bank atm school college all r on walking destance," 12,02,002",Unfurnished,4,BHK,5896.0,4676.01
Villa ,Maharani Bagh,Delhi,28.57262039,77.26422119,848485,INR,4.0,2.0,Not Negotiable,1.58,Posted a year ago,"This spacious 5 bhk villa is available for rental and is located in the heart of Maharani Bagh. It has an area of 6251 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 8.48 lac . It is an unfurnished property. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. "," 40,40,440",Unfurnished,5,BHK,6251.0,9893.72
Independent Floor ,New Friends Colony,Delhi,28.56705093,77.27355957,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of elhi south new friends colony it is the super location road bank atm school college all r on walking destance," 10,10,220",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,234492,INR,3.0,2.0,Not Negotiable,0.96,Posted a year ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Anand Niketan. It has a built-up area of 2856 sqft and is available for rent at Rs. 2.34 lac per month . The house is unfurnished. Itâs on 3rd floor out of 4 floors building. It is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ," 7,51,114",Unfurnished,3,BHK,2856.0,2734.28
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,308521,INR,3.0,2.0,Not Negotiable,1.31,Posted a year ago,"A spacious 3 bhk builder floor is available for rental in Anand Niketan, Delhi. It has area of 2741 sqft and is available at a rent of Rs. 3.09 lac. It is an unfurnished property. It is located on the 2nd floor(out of a total of 3 floor(s)). It is facing east direction. Please contact us for more details. "," 12,11,122",Unfurnished,3,BHK,2741.0,3597.49
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301010,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Itâs a 3 bhk builder floor situated in Anand Niketan. It has a built-up area of 2856 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. Itâs on 3rd floor out of 4 floors building. It is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ," 18,10,202",Unfurnished,3,BHK,2856.0,3509.91
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301102,INR,3.0,2.0,Not Negotiable,1.28,Posted a year ago,Its three bhk builder floor in the super location of delhi south ana d niketan it is the super location road bank atm school college all r on walking destancs," 10,20,202",Unfurnished,3,BHK,2741.0,3510.98
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,301101,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south golf links it is the super location road bank atm school college all r on walking destance," 10,10,202",Unfurnished,3,BHK,2856.0,3510.97
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Not Negotiable,0.75,Posted a year ago,The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). It is east facing property. The property has 4 bathrooms and 2 balconies. It is situated in the proximity of all the important facilities. ," 10,20,201",Unfurnished,5,BHK,6251.0,4675.98
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,362126,INR,4.0,2.0,Not Negotiable,0.68,Posted a year ago,"Itâs a 5 bhk builder floor situated in Anand Niketan, Delhi. It has an area of 6251 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.62 lac . The house is unfurnished. Itâs on 4th floor out of 5 floors building. It is facing northeast direction. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. "," 10,20,202",Unfurnished,5,BHK,6251.0,4222.55
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,504005,INR,4.0,2.0,Not Negotiable,1.06,Posted a year ago,Its four bhk villa in the super location of delhi south friends colony it is the super location road bank atm school college all r on walking destancw," 15,04,401",Unfurnished,4,BHK,5569.0,5876.92
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,301022,INR,3.0,2.0,Not Negotiable,1.23,Posted a year ago,Its three bhk builder floor in the super location of delhi south friends colony it is the super location road bank atm school college all r on walking destanc," 10,20,202",Unfurnished,3,BHK,2856.0,3510.05
Independent Floor ,New Friends Colony,Delhi,28.56705093,77.27355957,235595,INR,3.0,2.0,Not Negotiable,0.91,Posted a year ago,Its three bhk builder floor in the great location of delhi south new friends colony it is the super location road bank atm school college all r on walking destanc e," 7,54,225",Unfurnished,3,BHK,3011.0,2747.14
Independent House ,Friends Colony,Delhi,28.56834984,77.27211761,844855,INR,4.0,3.0,Not Negotiable,1.67,Posted a year ago,The house is unfurnished. It is facing east direction. The property has 4 bathrooms and 3 balconies. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ," 20,10,105",Unfurnished,4,BHK,5896.0,9851.39
Villa ,Friends Colony,Delhi,28.56834984,77.27211761,401015,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,"A spacious 5 bhk villa is available for rental in Friends Colony, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is facing northeast direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 10,22,002",Unfurnished,5,BHK,6521.0,4676.01
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,504044,INR,4.0,2.0,Not Negotiable,1.06,Posted a year ago,Its four bhk builder floor in the super location of delhi south friends colony it is the super location road bamk atm school college all r on walking destancs," 15,40,405",Unfurnished,4,BHK,5569.0,5877.38
Independent Floor ,Friends Colony,Delhi,28.56834984,77.27211761,304044,INR,4.0,2.0,Not Negotiable,0.64,Posted a year ago,Its four bhk builder dloor in the super location of delhi south friends colony it is the super location road bank atm school college all r on walkisng destance," 10,10,100",Unfurnished,4,BHK,5569.0,3545.29
Independent Floor ,Geetanjali Enclave,Delhi,28.53087997,77.20243073,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted a year ago,"A spacious 4 bhk builder floor is available for rental in Geetanjali Enclave, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. Itâs on 2nd floor out of 4 floors building. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. "," 10,10,220",Unfurnished,4,BHK,5896.0,3510.05
Villa ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,401015,INR,4.0,2.0,Not Negotiable,0.72,Posted a year ago,This spacious 5 bhk villa is available for rental and is located in the heart of Sarvodaya Enclave. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . The house is unfurnished. It is east facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ," 10,12,020",Unfurnished,5,BHK,6521.0,4676.01
Villa ,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,301011,INR,4.0,2.0,Not Negotiable,0.54,Posted a year ago,Its four bhk house in the super location of delhi south sarvoday enclave it is the super location road bank atm school college all r on walking destance," 10,20,202",Unfurnished,4,BHK,6521.0,3509.92
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,331818,INR,3.0,2.0,Not Negotiable,1.36,Posted a year ago,Its three bhk builder floor in the super location of delhi south anand niketan it is the super location road bank atm school college all r on walking destancs," 10,20,202",Unfurnished,3,BHK,2846.0,3869.15
Independent Floor ,New Moti Nagar,Delhi,28.66287422,77.14348602,15000,INR,1.0,1.0,Not Negotiable,0.25,Posted a year ago,"A spacious 2 bhk builder floor is available for rental in New Moti Nagar, Delhi. It has a built-up area of 700 sqft and is available for rent at Rs. 15,000 per month . It is located on the 3rd floor(out of a total of 3 floor(s)). It is facing northeast direction. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. "," 15,000",Semi-Furnished,2,BHK,700.0,174.91
Independent Floor ,Shivalik,Delhi,28.52985954,77.20674133,45000,INR,2.0,2.0,Not Negotiable,0.29,Posted a year ago,"Itâs a 3 bhk builder floor situated in Shivalik. It is a semi-furnished property. Itâs on 2nd floor out of 3 floors building. It has 24 x 7 security as well as car parking. The project also has jogging track, rain water harvesting, club house and gymnasium. Its main door is facing northwest direction. "," 90,000",Semi-Furnished,3,BHK,1800.0,524.72
Independent Floor ,Malviya Nagar,Delhi,28.53779984,77.21669769,14000,INR,1.0,1.0,Not Negotiable,0.18,Posted a year ago,"It has an area of 900 sqft with a carpet area of 300 sqft . The property is available at a monthly rental of Rs. 14,000 . Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is on the 4th floor of the building (total number of floors are 4). It has power backup. Other amenities include jogging track, rain water harvesting, club house, 24 x 7 security, gymnasium and car parking. The property has 1 bathroom and 1 balcony. Kindly call us for details. "," 18,000",Furnished,1,BHK,900.0,163.25
Independent Floor ,Shahpur Jat Village,Delhi,28.54905128,77.21381378,18000,INR,2.0,2.0,Not Negotiable,0.35,Posted a year ago,The house is semi-furnished. Its main door is facing northeast direction. It has 2 bathrooms and 2 balconies. The society is well connected by different modes of transportation. Please contact us for more details. ," 36,000",Semi-Furnished,2,BHK,600.0,209.89
Independent Floor ,Shahpur Jat Village,Delhi,28.54905128,77.21381378,12000,INR,1.0,1.0,Negotiable,0.35,Posted a year ago,"A spacious 1 bhk builder floor is available for rental in Shahpur Jat Village, Delhi. It has area of 400 sqft and is available at a rent of Rs. 12,000. The house is semi-furnished. Furnishings include 1 wifi, 1 gas connection, 1 wardrobe and 1 bed. It is on the 3rd floor of the building (total number of floors are 3). It is facing north direction. The property has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. "," 12,000",Semi-Furnished,1,BHK,400.0,139.93
Apartment ,Sheikh Sarai,Delhi,28.53747177,77.21471405,14000,INR,1.0,1.0,Not Negotiable,0.33,Posted a year ago,"A spacious 1 bhk multistorey apartment is available for rental in Malviya Nagar Premium Builder Floors, Sheikh Sarai, Delhi. The house is semi-furnished. It is located on the 3rd floor(out of a total of 3 floor(s)). It has 24 x 7 security. Other amenities include car parking, power backup, cctv, lift available and gymnasium. It is northeast facing property. It has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. "," 28,000",Semi-Furnished,1,BHK,500.0,163.25
Independent Floor ,Shahpur Jat Village,Delhi,28.54905128,77.21381378,18000,INR,1.0,1.0,Not Negotiable,0.21,Posted a year ago,"Itâs a 2 bhk builder floor situated in Shahpur Jat Village, Delhi. It is a semi-furnished property. Itâs on 2nd floor out of 5 floors building. Its main door is facing northwest direction. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 36,000",Semi-Furnished,2,BHK,1000.0,209.89
Independent Floor ,Shahpur Jat Village,Delhi,28.54905128,77.21381378,24000,INR,2.0,2.0,Negotiable,0.25,Posted a year ago,"Itâs a 3 bhk builder floor situated in Shahpur Jat Village, Delhi. It has a built-up area of 1100 sqft and is available for rent at Rs. 24,000 per month (negotiable). It is a semi-furnished property. It is located on the 2nd floor(out of a total of 4 floor(s)). It is facing southwest direction. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. "," 48,000",Semi-Furnished,3,BHK,1100.0,279.85
Apartment ,Sheikh Sarai,Delhi,28.53747177,77.21471405,20000,INR,1.0,1.0,Not Negotiable,0.26,Posted a year ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Malviya Nagar Premium Builder Floors. It has an area of 900 sqft with a carpet area of 200 sqft . The property is available at a monthly rental of Rs. 20,000 . It has 1 wardrobe, 1 tv, 1 refrigerator and 1 sofa. It also has 1 washing machine, 1 wifi, 1 microwave, 1 dining table, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It has cctv as well as gymnasium. The project also has lift available, car parking, power backup and 24 x 7 security. Its main door is facing northwest direction. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. "," 40,000",Furnished,1,BHK,900.0,233.21
Apartment ,Naraina Vihar,Delhi,28.62898827,77.1413269,10000,INR,1.0,2.0,Not Negotiable,0.12,Posted 6 months ago,"It has an area of 1000 sqft . The property is available at a monthly rental of Rs. 10,000 . It is located on the 2nd floor(out of a total of 2 floor(s)). It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. "," 10,000",Furnished,1,BHK,1000.0,116.6
Villa ,Golf Links,Delhi,28.59763908,77.23332977,1202001,INR,4.0,2.0,Not Negotiable,2.38,Posted 5 months ago,"A 4 bhk property is available for rent in Golf Links, Delhi. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. "," 40,10,101",Unfurnished,4,BHK,5896.0,14015.87
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,362262,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,Itâs a 4 bhk builder floor situated in Golf Links. It has a built-up area of 5896 sqft and is available for rent at Rs. 3.62 lac per month . The house is unfurnished. It is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ," 11,82,882",Unfurnished,4,BHK,5896.0,4224.14
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,362261,INR,4.0,2.0,Not Negotiable,0.65,Posted 5 months ago,"Itâs a 5 bhk builder floor situated in Golf Links, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 3.62 lac per month . The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 18,10,202",Unfurnished,5,BHK,6521.0,4224.13
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south golf links it is the super location of area road bank ATM school college all r on walking distance," 18,12,802",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south golf links it is the super location of area road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5891.0,3509.93
Apartment ,Karampura,Delhi,28.66560173,77.15029907,50000,INR,2.0,4.0,Not Negotiable,0.36,Posted 6 months ago,Three bhk wid two toilet and two ac in heart of DLF capital Green only for salried person This is the best location of Dlf interested person contact immediately," 1,00,000",Semi-Furnished,3,BHK,1600.0,583.02
Independent Floor ,laxmi nagar,Delhi,28.63529968,77.22499847,14500,INR,2.0,1.0,Negotiable,0.34,Posted 5 months ago,"A 2 bhk property is available for rent in laxmi nagar, Delhi. It is an unfurnished property. It is on 2nd floor. The building has a total of 4 floor(s). It has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. "," 27,000",Unfurnished,2,BHK,500.0,169.08
Independent Floor ,Malviya Nagar,Delhi,28.53779984,77.21669769,40000,INR,2.0,2.0,Not Negotiable,0.52,Posted 6 months ago,"Itâs a 2 bhk builder floor situated in Malviya Nagar, Delhi. It has area of 900 sqft and is available at a rent of Rs. 40,000. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. "," 40,000",Unfurnished,2,BHK,900.0,466.42
Independent House ,Mayur Vihar II,Delhi,28.6170063,77.29906464,35000,INR,2.0,1.0,Negotiable,0.29,Posted 6 months ago,"A 3 bhk property is available for rent in Mayur Vihar II, Delhi. It has area of 1400 sqft and is available at a rent of Rs. 35,000. It is a semi-furnished property. It is northeast facing property. It has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. "," 70,000",Semi-Furnished,3,BHK,1400.0,408.12
Apartment ,Rajinder Nagar,Delhi,28.6329155,77.17938995,30000,INR,2.0,2.0,Negotiable,0.44,Posted 6 months ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in R Block, one of the most prestigious projects of Rajinder Nagar. It has area of 800 sqft and is available at a rent of Rs. 30,000. The house is furnished. Furnishings include 3 wardrobe, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 dining table, 1 gas connection, 3 ac, 3 bed and 1 modular kitchen. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. "," 30,000",Furnished,3,BHK,800.0,349.81
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,301011,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasant vihar it is the super location of area road bank ATM school college all r on walking distance," 10,10,101",Unfurnished,3,BHK,2856.0,3509.92
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,312828,INR,3.0,2.0,Not Negotiable,1.28,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location road bank ATM school college all r on walking distance," 10,10,101",Unfurnished,3,BHK,2856.0,3647.71
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,401025,INR,3.0,2.0,Not Negotiable,1.64,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location of area road bank ATM school college all r on walking distance," 10,02,022",Unfurnished,3,BHK,2856.0,4676.13
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,401015,INR,3.0,2.0,Not Negotiable,1.64,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location road bank ATM school college all r on walking distance," 10,10,102",Unfurnished,3,BHK,2856.0,4676.01
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasnt vihar it is the super location of area road bank ATM school college all r on walking distance," 18,10,201",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,362122,INR,4.0,2.0,Not Negotiable,0.65,Posted 5 months ago,"This spacious 5 bhk builder floor is available for rental and is located in the heart of Vasant Vihar. It has a built-up area of 6521 sqft and is available for rent at Rs. 3.62 lac per month . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). It is east facing property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. "," 10,10,202",Unfurnished,5,BHK,6521.0,4222.5
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). It is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ," 10,10,202",Unfurnished,5,BHK,6521.0,4675.98
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,392262,INR,4.0,2.0,Not Negotiable,0.88,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south vasant vihar it is the super location road bank ATM school college all r on walking distance," 10,11,002",Unfurnished,4,BHK,5211.0,4573.95
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted 5 months ago,"Itâs a 5 bhk builder floor situated in Vasant Vihar. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. It is located on the 3rd floor(out of a total of 4 floor(s)). Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 18,10,202",Unfurnished,5,BHK,6521.0,3509.93
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,325641,INR,3.0,2.0,Not Negotiable,1.33,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasant vihar it is the super location road bank ATM school college all r on walking distance," 10,10,181",Unfurnished,3,BHK,2856.0,3797.12
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,401015,INR,3.0,2.0,Not Negotiable,1.71,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasant vihar it is the super location road bank ATM school college all r on walking distance," 18,12,010",Unfurnished,3,BHK,2741.0,4676.01
Independent Floor ,Vasant Vihar,Delhi,28.55739021,77.15714264,401012,INR,3.0,2.0,Not Negotiable,1.64,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south vasant vihar it is the super location road bank ATM school college all r on walking distance," 15,49,191",Unfurnished,3,BHK,2856.0,4675.98
Villa ,Golf Links,Delhi,28.59763908,77.23332977,1041012,INR,4.0,2.0,Not Negotiable,1.75,Posted 5 months ago,"A 5 bhk property is available for rent in Golf Links, Delhi. It has area of 6952 sqft and is available at a rent of Rs. 10.41 lac. It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. "," 45,02,021",Unfurnished,5,BHK,6952.0,12138.67
Villa ,Golf Links,Delhi,28.59763908,77.23332977,1401012,INR,4.0,2.0,Not Negotiable,2.51,Posted 5 months ago,"Itâs a 5 bhk villa situated in Golf Links, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 14.01 lac per month . It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. "," 45,20,102",Unfurnished,5,BHK,6521.0,16336.43
Apartment ,Janakpuri,Delhi,28.62412453,77.08145905,32000,INR,2.0,1.0,Not Negotiable,0.29,Posted 16 days ago,"An 3 bhk DDA mig flat very close to Central School, metro line, parking space reserved for the house, three side corner house, very safe and secured place to live."," 64,000",Semi-Furnished,3,BHK,1300.0,373.13
Apartment ,Greater Kailash,Delhi,28.53221703,77.24090576,21000,INR,1.0,1.0,Not Negotiable,0.65,Posted a year ago,"This apartment is more than a dramatic update to the classic skylinen. It is a shimmering cultural jewel announcing the arrival of a new living. One thatâs genuinely welcoming, warmly livable, highly enviable, and begging to be discovered. the glass-clad marvel features a uniquely patterned frit design that bestows dramatic dimensionality to the exterior of the building."," 9,000",Furnished,1,BHK,377.0,244.87
Independent Floor ,Defence Colony,Delhi,28.57183075,77.23332977,254125,INR,3.0,2.0,Not Negotiable,1.04,Posted a year ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Defence Colony. The house is unfurnished. It is on 2nd floor. The building has a total of 4 floor(s). The property has 3 bathrooms and 2 balconies. Kindly call us for details. ," 7,54,225",Unfurnished,3,BHK,2852.0,2963.21
